name,address,jibun_address,district,dong,category,description,url,lat,lng
엠에스볼링샾,서울특별시 종로구 창덕궁1길 13,서울특별시 종로구 원서동 165,종로구,원서동,그 외 기타 개인 및 가정용품 수리업,,,37.57911514,126.9884187
하수구청장싱크대막힘변기막힘하수구막힘하수구뚫음역류,서울특별시 성동구 사근동9가길 17,서울특별시 성동구 사근동 213-17,성동구,사근동,그 외 기타 개인 및 가정용품 수리업,,,37.56169016,127.04688031
싱크대막혔을때배수구배관청소물넘침수리업체하수구막힘뚫어뻥,서울특별시 성북구 삼양로 19,서울특별시 성북구 길음동 530-23,성북구,길음동,그 외 기타 개인 및 가정용품 수리업,,,37.60477343,127.0244276
하수구막힘싱크대변기막힘배관막힘뚫는시흥,서울특별시 금천구 금하로 763,서울특별시 금천구 시흥동 1013-7,금천구,시흥동,그 외 기타 개인 및 가정용품 수리업,,,37.45034941,126.9145947
하수구변기싱크대막힘고압세척하수구원정대,서울특별시 강서구 강서로47길 165,서울특별시 강서구 내발산동 750-11,강서구,내발산동,그 외 기타 개인 및 가정용품 수리업,,,37.5534366,126.82691738
청년배관케어하수구막힘하수구뚦음싱크대막힘누수탐지,서울특별시 서대문구 신촌로 25,서울특별시 서대문구 창천동 503-8,서대문구,창천동,그 외 기타 개인 및 가정용품 수리업,,,37.55799341,126.92962642
캡틴자동문고장수리강화유리문,서울특별시 성동구 무학로2길 50,서울특별시 성동구 도선동 40,성동구,도선동,그 외 기타 개인 및 가정용품 수리업,,,37.56227094,127.03490585
일신종합집수리,서울특별시 중구 다산로44길 43,서울특별시 중구 신당동 130-30,중구,신당동,그 외 기타 개인 및 가정용품 수리업,,,37.56516671,127.01935516
달려라골프,서울특별시 강동구 올림픽로98가길 12-12,서울특별시 강동구 암사동 495-52,강동구,암사동,그 외 기타 개인 및 가정용품 수리업,,,37.54977879,127.13089768
디자인희,서울특별시 서대문구 증가로17길 24,서울특별시 서대문구 북가좌동 286-25,서대문구,북가좌동,그 외 기타 개인 및 가정용품 수리업,,,37.57933742,126.91505891
누수탐지누수공사하수구변기막힘수전교체,서울특별시 동대문구 홍릉로 80,서울특별시 동대문구 청량리동 199-171,동대문구,청량리동,그 외 기타 개인 및 가정용품 수리업,,,37.58739691,127.04327334
주방수리수전교체싱크볼교체,서울특별시 은평구 연서로27길 22,서울특별시 은평구 갈현동 452-28,은평구,갈현동,그 외 기타 개인 및 가정용품 수리업,,,37.61846,126.91725715
에어컨가스충전,서울특별시 구로구 디지털로31길 19,서울특별시 구로구 구로동 197-7,구로구,구로동,그 외 기타 개인 및 가정용품 수리업,,,37.48487727,126.89376243
하수구막힘변기막힘싱크대막힘배수구막힘뚫어배관고압세척뚫음,서울특별시 성동구 마장로35나길 39,서울특별시 성동구 마장동 768-5,성동구,마장동,그 외 기타 개인 및 가정용품 수리업,,,37.56740377,127.04348815
24출장노원구번호키보조키열쇠도어락설치,서울특별시 노원구 공릉로59가길 9,서울특별시 노원구 하계동 276-1,노원구,하계동,그 외 기타 개인 및 가정용품 수리업,,,37.63389251,127.07105688
싱크대막힘하수구막힘변기막힘배수구막힘역류뚫어황학동,서울특별시 중구 난계로15길 63,서울특별시 중구 황학동 1257,중구,황학동,그 외 기타 개인 및 가정용품 수리업,,,37.56900486,127.01993344
누수탐지,서울특별시 강동구 천호대로182길 12-30,서울특별시 강동구 둔촌동 425-13,강동구,둔촌동,그 외 기타 개인 및 가정용품 수리업,,,37.53258639,127.13991873
누수탐지,서울특별시 강남구 테헤란로70길 12,서울특별시 강남구 대치동 890-60,강남구,대치동,그 외 기타 개인 및 가정용품 수리업,,,37.50474424,127.05315548
하수구막힘싱크대막힘하수구뚫음변기막힘역류뚫는곳누수탐지,서울특별시 성북구 화랑로 265,서울특별시 성북구 장위동 50-46,성북구,장위동,그 외 기타 개인 및 가정용품 수리업,,,37.61178032,127.05818098
싱크대막힘하수구막힘변기막힘배수구막힘역류뚫어성산,서울특별시 마포구 월드컵로 196,서울특별시 마포구 성산동 591-4,마포구,성산동,그 외 기타 개인 및 가정용품 수리업,,,37.56479488,126.90274931
하수구수색대하수구막힘변기막힘고압세척,서울특별시 마포구 도화4길 73,서울특별시 마포구 도화동 353,마포구,도화동,그 외 기타 개인 및 가정용품 수리업,,,37.5373807,126.95184504
누수탐지수도누수아파트베란다욕실화장실천장누수보일러누수,서울특별시 강서구 화곡로 288,서울특별시 강서구 화곡동 981-3,강서구,화곡동,그 외 기타 개인 및 가정용품 수리업,,,37.55003341,126.84846056
외벽방수코킹작업다원외벽,서울특별시 강남구 논현로132길 13,서울특별시 강남구 논현동 86-5,강남구,논현동,그 외 기타 개인 및 가정용품 수리업,,,37.51528472,127.03159237
더나은,서울특별시 강동구 동남로85길 68,서울특별시 강동구 고덕동 635-4,강동구,고덕동,그 외 기타 개인 및 가정용품 수리업,,,37.56067214,127.15312288
하수구변기싱크대막힘뚫음고압세척누수배관청동파해빙,서울특별시 강남구 언주로141길 28,서울특별시 강남구 논현동 72-9,강남구,논현동,그 외 기타 개인 및 가정용품 수리업,,,37.51857313,127.03252132
싱크대변기욕실세탁실하수구막힘역류화장실천장배관수리업체,서울특별시 강서구 곰달래로51길 28,서울특별시 강서구 화곡동 830-5,강서구,화곡동,그 외 기타 개인 및 가정용품 수리업,,,37.53292676,126.85839486
하수구막힘싱크대막힘변기막힘누수탐지배관공사24시,서울특별시 강남구 자곡로 201,서울특별시 강남구 자곡동 596,강남구,자곡동,그 외 기타 개인 및 가정용품 수리업,,,37.47530092,127.10469781
은평24시출장열쇠디지털도어락,서울특별시 은평구 응암로 373,서울특별시 은평구 녹번동 161-5,은평구,녹번동,그 외 기타 개인 및 가정용품 수리업,,,37.60457026,126.92241398
싱크대막힘하수구막힘변기막힘배수구배관막힘역류뚫어누수,서울특별시 송파구 거마로 11,서울특별시 송파구 거여동 174-5,송파구,거여동,그 외 기타 개인 및 가정용품 수리업,,,37.49433314,127.14461935
구24시출장열쇠오키도어락,서울특별시 동대문구 전농로 116,서울특별시 동대문구 답십리동 97-2,동대문구,답십리동,그 외 기타 개인 및 가정용품 수리업,,,37.57522727,127.05782424
성북구싱크대막힘변기막힘하수구막힘엔스타배관,서울특별시 성북구 장위로21다길 37-16,서울특별시 성북구 장위동 224-13,성북구,장위동,그 외 기타 개인 및 가정용품 수리업,,,37.61560601,127.04570221
대성에너시스,서울특별시 금천구 시흥대로 225,서울특별시 금천구 시흥동 994-9,금천구,시흥동,그 외 기타 개인 및 가정용품 수리업,,,37.45378924,126.90046329
연합누수탐지하수구변기막힘공사,서울특별시 종로구 율곡로14길 14,서울특별시 종로구 연건동 192-1,종로구,연건동,그 외 기타 개인 및 가정용품 수리업,,,37.57539457,127.00276217
엘지전자서비스센터,서울특별시 강남구 강남대로 406,서울특별시 강남구 역삼동 820-9,강남구,역삼동,그 외 기타 개인 및 가정용품 수리업,,,37.49894148,127.0276274
하이엠솔루텍강남센터,서울특별시 금천구 디지털로10길 56,서울특별시 금천구 가산동 219-24,금천구,가산동,그 외 기타 개인 및 가정용품 수리업,,,37.4752502,126.88908439
화곡동24시출장열쇠도어락게이트맨삼성푸시풀유리문방화문,서울특별시 강서구 강서로29길 51,서울특별시 강서구 화곡동 379-1,강서구,화곡동,그 외 기타 개인 및 가정용품 수리업,,,37.53866852,126.83914887
우니샵,서울특별시 영등포구 경인로77길 49,서울특별시 영등포구 문래동4가 67,영등포구,문래동4가,그 외 기타 개인 및 가정용품 수리업,,,37.5144078,126.88893598
엘지전자B2B유지보수서비스센터,서울특별시 금천구 디지털로10길 56,서울특별시 금천구 가산동 219-24,금천구,가산동,그 외 기타 개인 및 가정용품 수리업,,,37.4752502,126.88908439
싱크대막힘하수구막힘변기막힘배수구배관막힘역류뚫어누수,서울특별시 중랑구 동일로157길 19,서울특별시 중랑구 묵동 244-140,중랑구,묵동,그 외 기타 개인 및 가정용품 수리업,,,37.60972449,127.07670798
24시출장열쇠삼성게이트맨도어락,서울특별시 은평구 은평로 37,서울특별시 은평구 신사동 4-7,은평구,신사동,그 외 기타 개인 및 가정용품 수리업,,,37.59849937,126.91211558
영등포아이폰수리 어썸테크,서울특별시 영등포구 선유로13길 25,서울특별시 영등포구 문래동6가 24-1,영등포구,문래동6가,그 외 기타 개인 및 가정용품 수리업,,,37.51898237,126.88628223
그린존방충망본사,서울특별시 영등포구 버드나루로 64,서울특별시 영등포구 영등포동7가 94-89,영등포구,영등포동7가,그 외 기타 개인 및 가정용품 수리업,,,37.52419294,126.91044937
하이엠솔루텍강서센터,서울특별시 구로구 중앙로1길 42,서울특별시 구로구 고척동 75-1,구로구,고척동,그 외 기타 개인 및 가정용품 수리업,,,37.49777433,126.86237405
하이엠솔루텍강북센터,서울특별시 노원구 상계로7길 7,서울특별시 노원구 상계동 349-3,노원구,상계동,그 외 기타 개인 및 가정용품 수리업,,,37.65716831,127.06517469
하이엠솔루텍강동센터,서울특별시 송파구 동남로 127,서울특별시 송파구 가락동 108-5,송파구,가락동,그 외 기타 개인 및 가정용품 수리업,,,37.49115703,127.12492666
에어컨수리 주식회사,서울특별시 서초구 서운로 13,서울특별시 서초구 서초동 1355-8,서초구,서초동,그 외 기타 개인 및 가정용품 수리업,,,37.48527287,127.02897918
애니전자,서울특별시 강동구 천호대로219다길 7-25,서울특별시 강동구 상일동 287-4,강동구,상일동,그 외 기타 개인 및 가정용품 수리업,,,37.54841922,127.17227888
온라인정비,서울특별시 강남구 도곡로 225,서울특별시 강남구 역삼동 787-7,강남구,역삼동,그 외 기타 개인 및 가정용품 수리업,,,37.49353076,127.04324174
제일중고가전마트,서울특별시 동대문구 이문로 48,서울특별시 동대문구 휘경동 183-386,동대문구,휘경동,그 외 기타 개인 및 가정용품 수리업,,,37.5916526,127.05736138
우리설비,서울특별시 동작구 상도로15카길 7,서울특별시 동작구 상도동 360-43,동작구,상도동,그 외 기타 개인 및 가정용품 수리업,,,37.5048471,126.93621333
참존,서울특별시 중구 동호로 256,서울특별시 중구 장충동2가 199-3,중구,장충동2가,그 외 기타 개인 및 가정용품 수리업,,,37.55902338,127.00545522
누수탐지,서울특별시 구로구 우마2가길 18-3,서울특별시 구로구 가리봉동 115-73,구로구,가리봉동,그 외 기타 개인 및 가정용품 수리업,,,37.4834415,126.89029338
픽스유,서울특별시 영등포구 도림로 144,서울특별시 영등포구 대림동 706-1,영등포구,대림동,그 외 기타 개인 및 가정용품 수리업,,,37.49335954,126.89805875
인사동고가구공방,서울특별시 종로구 삼일대로28길 9,서울특별시 종로구 낙원동 54-3,종로구,낙원동,그 외 기타 개인 및 가정용품 수리업,,,37.57359205,126.98848748
강서구마곡아이폰수리데이터복구폰픽스,서울특별시 강서구 강서로 379,서울특별시 강서구 마곡동 722-2,강서구,마곡동,그 외 기타 개인 및 가정용품 수리업,,,37.55949842,126.83830052
24시출장열쇠문수리번호키자동차키자동문,서울특별시 금천구 두산로9길 56,서울특별시 금천구 가산동 234-46,금천구,가산동,그 외 기타 개인 및 가정용품 수리업,,,37.47269471,126.89273963
미화열쇠구두,서울특별시 성북구 동소문로 102,서울특별시 성북구 동선동4가 1,성북구,동선동4가,그 외 기타 개인 및 가정용품 수리업,,,37.59271955,127.01647493
남일카메라수리,서울특별시 중구 남대문로 8,서울특별시 중구 남대문로4가 20-5,중구,남대문로4가,그 외 기타 개인 및 가정용품 수리업,,,37.56040873,126.97663947
장일종합보수쎈타,서울특별시 송파구 올림픽로35길 112,서울특별시 송파구 신천동 7,송파구,신천동,그 외 기타 개인 및 가정용품 수리업,,,37.51788501,127.10180493
남도건축설비철물,서울특별시 광진구 뚝섬로49길 28,서울특별시 광진구 자양동 618-23,광진구,자양동,그 외 기타 개인 및 가정용품 수리업,,,37.53343551,127.07934514
24시열쇠출장수리;전자번호키;보조키,서울특별시 강남구 봉은사로33길 33,서울특별시 강남구 논현동 227-4,강남구,논현동,그 외 기타 개인 및 가정용품 수리업,,,37.51002196,127.03475709
구두박스,서울특별시 중구 명동8길 21-7,서울특별시 중구 명동2가 32-2,중구,명동2가,그 외 기타 개인 및 가정용품 수리업,,,37.56291488,126.98516149
지스페이스케어,서울특별시 송파구 충민로 66,서울특별시 송파구 문정동 634,송파구,문정동,그 외 기타 개인 및 가정용품 수리업,,,37.47761485,127.12496064
은솔가구,서울특별시 중구 퇴계로83길 22-33,서울특별시 중구 황학동 366,중구,황학동,그 외 기타 개인 및 가정용품 수리업,,,37.56666239,127.01923104
화니인테리어,서울특별시 성북구 화랑로 312,서울특별시 성북구 석관동 168-32,성북구,석관동,그 외 기타 개인 및 가정용품 수리업,,,37.61379615,127.06284893
원성기업사,서울특별시 성동구 마장로37길 37-1,서울특별시 성동구 마장동 763-3,성동구,마장동,그 외 기타 개인 및 가정용품 수리업,,,37.5689995,127.04077243
가가동아특수열쇠,서울특별시 마포구 도화4길 35,서울특별시 마포구 도화동 200-10,마포구,도화동,그 외 기타 개인 및 가정용품 수리업,,,37.54046206,126.95169597
수운열쇠,서울특별시 종로구 삼일대로 457,서울특별시 종로구 경운동 88,종로구,경운동,그 외 기타 개인 및 가정용품 수리업,,,37.57528567,126.98616655
위드로,서울특별시 강남구 봉은사로63길 11,서울특별시 강남구 삼성동 41-21,강남구,삼성동,그 외 기타 개인 및 가정용품 수리업,,,37.51213513,127.04689455
한양열쇠,서울특별시 서초구 방배중앙로15길 40,서울특별시 서초구 방배동 828-34,서초구,방배동,그 외 기타 개인 및 가정용품 수리업,,,37.48769933,126.9861601
삼익만물보수,서울특별시 도봉구 해등로 195,서울특별시 도봉구 쌍문동 56,도봉구,쌍문동,그 외 기타 개인 및 가정용품 수리업,,,37.65783919,127.03379459
성북보일러,서울특별시 성북구 동소문로6길 20-13,서울특별시 성북구 동소문동2가 140,성북구,동소문동2가,그 외 기타 개인 및 가정용품 수리업,,,37.58801725,127.00793691
신림24시출장열쇠지킴이,서울특별시 관악구 신림로 340,서울특별시 관악구 신림동 1422-5,관악구,신림동,그 외 기타 개인 및 가정용품 수리업,,,37.48476019,126.9300909
웨이브,서울특별시 중랑구 사가정로71길 19,서울특별시 중랑구 면목동 1077-1,중랑구,면목동,그 외 기타 개인 및 가정용품 수리업,,,37.58084338,127.09505261
서광보수,서울특별시 노원구 마들로1길 44,서울특별시 노원구 월계동 922,노원구,월계동,그 외 기타 개인 및 가정용품 수리업,,,37.62366135,127.06399
24시출장열쇠도어락보조키번호키설치,서울특별시 노원구 동일로207길 17,서울특별시 노원구 중계동 503,노원구,중계동,그 외 기타 개인 및 가정용품 수리업,,,37.64273511,127.06417632
사당동24시출장열쇠,서울특별시 동작구 사당로26길 97,서울특별시 동작구 사당동 1034-1,동작구,사당동,그 외 기타 개인 및 가정용품 수리업,,,37.47951697,126.97817966
해방열쇠,서울특별시 용산구 소월로20길 30-1,서울특별시 용산구 용산동2가 1-50,용산구,용산동2가,그 외 기타 개인 및 가정용품 수리업,,,37.54521027,126.98519895
119열쇠.COM,서울특별시 동작구 성대로1길 6,서울특별시 동작구 상도동 248-2,동작구,상도동,그 외 기타 개인 및 가정용품 수리업,,,37.50034019,126.93282446
월드쇼파천갈이,서울특별시 도봉구 우이천로 328,서울특별시 도봉구 쌍문동 725,도봉구,쌍문동,그 외 기타 개인 및 가정용품 수리업,,,37.64687555,127.02882656
세림,서울특별시 성동구 마장로42길 14,서울특별시 성동구 마장동 784,성동구,마장동,그 외 기타 개인 및 가정용품 수리업,,,37.56551079,127.04583006
두올건축,서울특별시 송파구 백제고분로45길 13,서울특별시 송파구 송파동 43,송파구,송파동,그 외 기타 개인 및 가정용품 수리업,,,37.50948046,127.1098352
엣모스피어스,서울특별시 용산구 한강대로 366,서울특별시 용산구 동자동 56,용산구,동자동,그 외 기타 개인 및 가정용품 수리업,,,37.55109162,126.97290787
비비엠티비,서울특별시 강동구 풍성로 130,서울특별시 강동구 성내동 271-4,강동구,성내동,그 외 기타 개인 및 가정용품 수리업,,,37.53145722,127.12653251
우정메디케어재가복지센터,서울특별시 송파구 마천로 353,서울특별시 송파구 마천동 323-191,송파구,마천동,그 외 기타 개인 및 가정용품 수리업,,,37.4926011,127.15343612
남대문카메라수리실,서울특별시 중구 남대문로 2-1,서울특별시 중구 남대문로4가 20-9,중구,남대문로4가,그 외 기타 개인 및 가정용품 수리업,,,37.56019242,126.97628868
스마트키분실;차키분실시자동차키제작서울키메이커,서울특별시 은평구 증산로15길 22,서울특별시 은평구 신사동 340-39,은평구,신사동,그 외 기타 개인 및 가정용품 수리업,,,37.58938935,126.91079024
아남열쇠전기,서울특별시 동대문구 전농로15길 35,서울특별시 동대문구 전농동 357-13,동대문구,전농동,그 외 기타 개인 및 가정용품 수리업,,,37.57732765,127.05559569
워커힐설비,서울특별시 광진구 아차산로 637,서울특별시 광진구 광장동 145-8,광진구,광장동,그 외 기타 개인 및 가정용품 수리업,,,37.55131599,127.10761059
아날로그스페이스,서울특별시 광진구 동일로26길 7,서울특별시 광진구 화양동 24-30,광진구,화양동,그 외 기타 개인 및 가정용품 수리업,,,37.54549882,127.06649182
홍은상사,서울특별시 서대문구 홍은중앙로 169,서울특별시 서대문구 홍은동 8-1554,서대문구,홍은동,그 외 기타 개인 및 가정용품 수리업,,,37.6053599,126.94971747
성창,서울특별시 강서구 공항대로39길 59,서울특별시 강서구 등촌동 690,강서구,등촌동,그 외 기타 개인 및 가정용품 수리업,,,37.56226168,126.84290112
해피열쇠,서울특별시 성북구 장위로13길 96,서울특별시 성북구 장위동 219-238,성북구,장위동,그 외 기타 개인 및 가정용품 수리업,,,37.61726421,127.04469515
난이한복,서울특별시 마포구 양화로 161,서울특별시 마포구 동교동 159-5,마포구,동교동,그 외 기타 개인 및 가정용품 수리업,,,37.55693531,126.92331221
앤틱월드,서울특별시 용산구 보광로50길 3,서울특별시 용산구 이태원동 96-21,용산구,이태원동,그 외 기타 개인 및 가정용품 수리업,,,37.53192135,126.99522558
유리문수리우림도어,서울특별시 동대문구 답십리로48라길 6-7,서울특별시 동대문구 답십리동 21-18,동대문구,답십리동,그 외 기타 개인 및 가정용품 수리업,,,37.56868594,127.05803425
출장열쇠도어락보조키잠긴문게이트맨삼성다연다,서울특별시 광진구 천호대로130길 27,서울특별시 광진구 구의동 77-33,광진구,구의동,그 외 기타 개인 및 가정용품 수리업,,,37.55040353,127.08889167
태현보일러,서울특별시 광진구 광나루로56길 85,서울특별시 광진구 구의동 546-4,광진구,구의동,그 외 기타 개인 및 가정용품 수리업,,,37.53572094,127.0956968
마이크로벤션,서울특별시 강남구 테헤란로 151,서울특별시 강남구 역삼동 642-19,강남구,역삼동,그 외 기타 개인 및 가정용품 수리업,,,37.50098446,127.03614392
세로,서울특별시 강남구 테헤란로64길 9,서울특별시 강남구 대치동 890-49,강남구,대치동,그 외 기타 개인 및 가정용품 수리업,,,37.50449266,127.05156065
장안동하수구막힘설비프로싱크대변기누수해빙,서울특별시 동대문구 답십리로68길 31,서울특별시 동대문구 장안동 384-1,동대문구,장안동,그 외 기타 개인 및 가정용품 수리업,,,37.57119339,127.06972946
24시출장열쇠도어락고장설치성산점,서울특별시 마포구 월드컵북로 98,서울특별시 마포구 성산동 114-3,마포구,성산동,그 외 기타 개인 및 가정용품 수리업,,,37.56236249,126.91480655
행운공조,서울특별시 관악구 행운6길 21,서울특별시 관악구 봉천동 100-441,관악구,봉천동,그 외 기타 개인 및 가정용품 수리업,,,37.48079198,126.96101668
비지빌더,서울특별시 송파구 법원로 128,서울특별시 송파구 문정동 642-3,송파구,문정동,그 외 기타 개인 및 가정용품 수리업,,,37.48684582,127.12048714
집스타,서울특별시 강남구 테헤란로70길 12,서울특별시 강남구 대치동 890-60,강남구,대치동,그 외 기타 개인 및 가정용품 수리업,,,37.50474424,127.05315548
집톡스,서울특별시 강동구 고덕비즈밸리로 26,서울특별시 강동구 고덕동 343-2,강동구,고덕동,그 외 기타 개인 및 가정용품 수리업,,,37.56544694,127.16027484
24시출장열쇠게이트맨설치삼성도어락고장,서울특별시 성동구 마장로35나길 39,서울특별시 성동구 마장동 768-5,성동구,마장동,그 외 기타 개인 및 가정용품 수리업,,,37.56740377,127.04348815
집수리zip,서울특별시 관악구 남현8길 16,서울특별시 관악구 남현동 1082-1,관악구,남현동,그 외 기타 개인 및 가정용품 수리업,,,37.47386702,126.97504981
설교수,서울특별시 강남구 선릉로 221,서울특별시 강남구 도곡동 527,강남구,도곡동,그 외 기타 개인 및 가정용품 수리업,,,37.49421297,127.04973298
24시출장열쇠영등포동네열쇠영등포근처열쇠집,서울특별시 영등포구 버드나루로7길 7,서울특별시 영등포구 영등포동2가 94-24,영등포구,영등포동2가,그 외 기타 개인 및 가정용품 수리업,,,37.52284109,126.90998717
24시출장열쇠도어락게이트맨설치번호키디지털도어락문수리전문,서울특별시 영등포구 당산로18길 17-1,서울특별시 영등포구 당산동1가 386,영등포구,당산동1가,그 외 기타 개인 및 가정용품 수리업,,,37.52293055,126.89810903
대치동24출장열쇠도어락고장삼성게이트맨도어락수리번호키설치,서울특별시 강남구 도곡로84길 6,서울특별시 강남구 대치동 989-10,강남구,대치동,그 외 기타 개인 및 가정용품 수리업,,,37.4989101,127.06261681
엘지전자용산서비스센터,서울특별시 용산구 청파로 74,서울특별시 용산구 한강로3가 16-9,용산구,한강로3가,그 외 기타 개인 및 가정용품 수리업,,,37.5327885,126.95956408
엘지전자군자서비스센터,서울특별시 광진구 능동로 295,서울특별시 광진구 군자동 477-17,광진구,군자동,그 외 기타 개인 및 가정용품 수리업,,,37.55617729,127.0784978
엘지전자상도역서비스센터,서울특별시 동작구 상도로 254,서울특별시 동작구 상도동 33-1,동작구,상도동,그 외 기타 개인 및 가정용품 수리업,,,37.50426653,126.94646033
엘지전자도봉서비스센터,서울특별시 도봉구 도봉로 555,서울특별시 도봉구 쌍문동 692,도봉구,쌍문동,그 외 기타 개인 및 가정용품 수리업,,,37.65483765,127.03799755
한신,서울특별시 중구 남대문로 2-4,서울특별시 중구 남대문로4가 20-16,중구,남대문로4가,그 외 기타 개인 및 가정용품 수리업,,,37.56027353,126.97640183
린나이강북센타,서울특별시 마포구 잔다리로 89,서울특별시 마포구 서교동 467-3,마포구,서교동,그 외 기타 개인 및 가정용품 수리업,,,37.55511888,126.91535802
엘지전자상도서비스센터,서울특별시 동작구 상도로 254,서울특별시 동작구 상도동 33-1,동작구,상도동,그 외 기타 개인 및 가정용품 수리업,,,37.50426653,126.94646033
메드콥,서울특별시 서초구 사임당로8길 13,서울특별시 서초구 서초동 1625-10,서초구,서초동,그 외 기타 개인 및 가정용품 수리업,,,37.48791535,127.01564908
원엔터,서울특별시 송파구 충민로 66,서울특별시 송파구 문정동 634,송파구,문정동,그 외 기타 개인 및 가정용품 수리업,,,37.47761485,127.12496064
엘지전자강남서비스센터,서울특별시 강남구 도산대로 403,서울특별시 강남구 청담동 86-1,강남구,청담동,그 외 기타 개인 및 가정용품 수리업,,,37.5236346,127.03961647
스테디케어,서울특별시 금천구 디지털로10길 78,서울특별시 금천구 가산동 219-5,금천구,가산동,그 외 기타 개인 및 가정용품 수리업,,,37.47453901,126.88972983
에어컨청소 the시원하게,서울특별시 성북구 삼양로9길 4-6,서울특별시 성북구 길음동 1171-5,성북구,길음동,그 외 기타 개인 및 가정용품 수리업,,,37.60876514,127.02280938
앵도네수선,서울특별시 중구 소공로 58,서울특별시 중구 충무로1가 52-41,중구,충무로1가,그 외 기타 개인 및 가정용품 수리업,,,37.56040067,126.98206084
한라전기,서울특별시 강남구 강남대로114길 18,서울특별시 강남구 논현동 198-9,강남구,논현동,그 외 기타 개인 및 가정용품 수리업,,,37.50589767,127.0257186
마이더스,서울특별시 중구 남대문시장4길 28-12,서울특별시 중구 남창동 50-57,중구,남창동,그 외 기타 개인 및 가정용품 수리업,,,37.55916535,126.97662854
보람,서울특별시 성동구 서울숲4길 22-14,서울특별시 성동구 성수동1가 668-67,성동구,성수동1가,그 외 기타 개인 및 가정용품 수리업,,,37.5469603,127.0430689
성내열쇠구두,서울특별시 강동구 천호대로162길 25,서울특별시 강동구 성내동 16-1,강동구,성내동,그 외 기타 개인 및 가정용품 수리업,,,37.53573496,127.12839529
그램,서울특별시 도봉구 해등로16길 82,서울특별시 도봉구 창동 263-1,도봉구,창동,그 외 기타 개인 및 가정용품 수리업,,,37.6547273,127.04436629
재원건설,서울특별시 금천구 남부순환로128길 19,서울특별시 금천구 독산동 903-8,금천구,독산동,그 외 기타 개인 및 가정용품 수리업,,,37.47951869,126.90733706
동아설비,서울특별시 중랑구 용마공원로 24,서울특별시 중랑구 망우동 408-17,중랑구,망우동,그 외 기타 개인 및 가정용품 수리업,,,37.59360526,127.10128522
곡성당,서울특별시 중구 마장로9길 49-23,서울특별시 중구 황학동 45,중구,황학동,그 외 기타 개인 및 가정용품 수리업,,,37.56998723,127.01814522
형제종합건축,서울특별시 관악구 신림로18가길 29,서울특별시 관악구 신림동 110-79,관악구,신림동,그 외 기타 개인 및 가정용품 수리업,,,37.47208565,126.93473765
늘품헬스케어,서울특별시 구로구 구로중앙로 197,서울특별시 구로구 구로동 606-1,구로구,구로동,그 외 기타 개인 및 가정용품 수리업,,,37.50390022,126.87791343
가로자동문,서울특별시 구로구 디지털로30길 31,서울특별시 구로구 구로동 222-8,구로구,구로동,그 외 기타 개인 및 가정용품 수리업,,,37.4826811,126.89634339
귀뚜라미돈암동,서울특별시 성북구 서경로 95-18,서울특별시 성북구 정릉동 226-4,성북구,정릉동,그 외 기타 개인 및 가정용품 수리업,,,37.61081181,127.01351158
서울방충망,서울특별시 송파구 법원로 128,서울특별시 송파구 문정동 642-3,송파구,문정동,그 외 기타 개인 및 가정용품 수리업,,,37.48684582,127.12048714
소흥산업,서울특별시 영등포구 디지털로37나길 16-1,서울특별시 영등포구 대림동 1075-60,영등포구,대림동,그 외 기타 개인 및 가정용품 수리업,,,37.49115348,126.89970135
한결기공,서울특별시 구로구 개봉로15길 58-22,서울특별시 구로구 개봉동 340-12,구로구,개봉동,그 외 기타 개인 및 가정용품 수리업,,,37.49077093,126.85276417
완테크,서울특별시 송파구 삼전로13길 4,서울특별시 송파구 잠실동 242-22,송파구,잠실동,그 외 기타 개인 및 가정용품 수리업,,,37.50728084,127.08990366
24시출장열쇠송파장지동네열쇠근처열쇠집,서울특별시 송파구 충민로 66,서울특별시 송파구 문정동 516,송파구,문정동,그 외 기타 개인 및 가정용품 수리업,,,37.47761485,127.12496064
강남서초24시열쇠도어락오키출장,서울특별시 강남구 논현로75길 15,서울특별시 강남구 역삼동 747-9,강남구,역삼동,그 외 기타 개인 및 가정용품 수리업,,,37.49619067,127.03756646
소확행도우미,서울특별시 금천구 가산디지털2로 142,서울특별시 금천구 가산동 458-2,금천구,가산동,그 외 기타 개인 및 가정용품 수리업,,,37.48057421,126.87893501
싱크대막힘하수구막힘변기막힘배수구배관막힘역류뚫어누수해빙,서울특별시 성북구 화랑로32다길 8,서울특별시 성북구 석관동 340-115,성북구,석관동,그 외 기타 개인 및 가정용품 수리업,,,37.60841136,127.05666075
캉(XAAH)식당,서울특별시 중랑구 중랑천로12길 59,서울특별시 중랑구 상봉동 130-139,중랑구,상봉동,그 외 기타 개인 및 가정용품 수리업,,,37.59314665,127.07611349
이누스 송파센터,서울특별시 송파구 법원로9길 26,서울특별시 송파구 문정동 645-2,송파구,문정동,그 외 기타 개인 및 가정용품 수리업,,,37.48405657,127.11662713
리수선,서울특별시 용산구 이태원로 166,서울특별시 용산구 이태원동 118-34,용산구,이태원동,그 외 기타 개인 및 가정용품 수리업,,,37.53420975,126.99239691
싱크대막힘,서울특별시 강남구 강남대로112길 47,서울특별시 강남구 논현동 196-6,강남구,논현동,그 외 기타 개인 및 가정용품 수리업,,,37.50638367,127.02813909
